idx,headline,summary,labels
1651,chicago cubs give steve bartman a world series r,"bartman, perhaps the most reviled sports fan in history, was given a world series ring by the team, which wanted to provide “closure on an unfortunate chapter.”",8
1653,chief executives see a ‘sad day’ after trump’s daca decis,business executives issued statements after president trump’s decision to end obama-era protections for children who entered the country illegally.,1
1654,children’s books missed these immigrant stories. so students wrote them.,"an instructor inspired her bronx community college class to create tales about a pakistani child, albanian-american brothers, ghanaian friends and even a dominican parrot.",5
1655,"chile votes for a new president, but with little enthusiasm",former president sebastián piñera was expected to win the first round of the election to replace president michelle bachelet.,5
1656,china bars justin bieber from performing over ‘bad behavior’,"in a statement about the pop singer, who has made headlines in the past, the beijing municipal bureau of culture said, “it is not suitable to bring in badly behaved entertainers.”",8
1657,china bitcoin exchange to stop trading virtual currencies amid crackdown,the announcement by btc china raises the specter of other exchanges shutting down bitcoin trading in the coming weeks.,5
1658,"china blinks on south korea, making nice after a year of hostil",seoul offered assurances to beijing as the two papered over their differences on the deployment of an american missile defense system.,5
1659,"china blocks whatsapp, broadening online censorship","with a crucial communist party meeting just weeks away, beijing is further tightening its already formidable internet controls.",7
1660,china censors winnie-the-pooh on social media,"chinese internet users have used the bear to poke fun at president xi jinping, irking the ruling communist party.",5
1661,china envoy discusses ‘situation of the korean peninsula’ with north,president xi jinping’s special envoy met with north korean officials in pyongyang as washington presses china to rein in its neighbor’s nuclear weapons and missile programs.,8
1662,china has donald trump just where it wants him,"around asia, the last thing countries want is to have to choose between china and the united states.",5
1663,china hastens the world toward an electric-car futur,the biggest automakers in the world are being forced to follow beijing’s lead as china takes steps to dominate in electric vehicles and technology.,5
1664,china names and shames tech tycoon with debt blacklist,the ambitious head of an embattled tech company is the latest casualty of china’s efforts to rein in irresponsible borrowing through public humiliation.,5
1665,china offers tax incentives to persuade u.s. companies to stay,"following a tax overhaul in the united states, beijing has announced a temporary exemption for foreign firms investing in certain sectors.",5
1666,china sets date for major communist party reshuffl,"president xi jinping is poised to win a broad mandate for his policies at the congress that will open in beijing on oct. 18, and he will most likely further consolidate his power.",5
1667,"china showers myanmar with attention, as trump looks elsewher","myanmar’s opening had been considered an american victory, but beijing is bringing it into its fold with money and diplomacy.",8
1668,china shrugs off debt worries as xi takes firmer economic grip,"“xi jinping thought” on the economy calls for cutting excess capacity and helping the housing market. debt, once a major concern, gets less attention.",8
1669,"china will lead an electric car future, ford’s chairman say",ford motor said tuesday that it planned to offer 15 new models in china by 2025 that run at least in part on batteries.,5
1670,"china will send envoy to north korea, likely to urge nuclear talk",the move to meet with kim jong-un of north korea comes less than a week after president trump’s visit to beijing. but analysts are skeptical about its prospects.,5
1671,china and india agree to withdraw forces in border disput,the decision was the first sign of a thaw in one of the worst diplomatic flare-ups between the asian rivals in decades.,5
1672,china and russia hold first joint naval drill in the baltic sea,"as part of a budding military partnership, china and russia hold joint military exercises in the strategic european sea for the first time, monitored by nato.",5
1673,china to deadbeats: pay up or be sham,"local officials have been ordered to set up platforms to name those who don’t pay their debts, but the biggest borrowers are unlikely to be worried.",5
1674,"china to export trumpchi cars to u.s., maybe with a new nam","gac motor wants to lead an export push as china prepares the rest of its auto industry to go global and, in particular, target the american market.",5
1675,"china, like u.s., struggles to revive industrial heartland","shenyang boomed during the country’s go-go years. but when the investment binge fizzled, the city and its factories sputtered.",5
1676,"china, moving to cut emissions, halts production of 500 car model",the suspensions pointed to beijing’s growing willingness to test forceful antipollution measures and assume a leading role in the fight against climate change.,5
1677,"china’s a.i. advances help its tech industry, and state secur","global car brands and chinese authorities alike embrace iflytek’s voice recognition know-how, illustrating the dystopian possibilities behind the technology.",5
1678,china’s crackdown on north korea over u.n. sanctions starts to pinch,"a ban on north korean seafood exports began to be felt this week, curtailing an easy source of cash for the north korean government but angering chinese wholesalers.",8
1679,china’s currency rebounds as economic optimism return,"though the country faces long-term problems, like soaring debt, the government’s recent moves have reassured investors that it can stave off crises.",8
1680,"china’s economy grew steadily, thanks to loans and hom","china’s economy expanded by 6.8 percent in the third quarter, but an upswing in credit suggests beijing is still grappling with an addiction to debt.",5
1681,china’s harsh words mask a trade boom with south korea,"even as china scolds seoul for housing a u.s. missile defense system, its businesses and consumers buy up more korean semiconductors and cosmetics.",5
1682,china’s internet censors play a tougher game of cat and mous,"new efforts to tighten online controls show a shift in the way beijing regulates content, with potential implications for researchers and businesses.",1
1683,china’s new antipollution push could cool its growth engin,"chinese officials face tough choices as they move to clean up skies and rivers, an effort that some say could put downward pressure on the economy.",5
1684,china’s newest film festival tests the limits of independ,"the question hovers over a weeklong festival in pingyao: can you create and showcase independent films in a country that frowns on independence, much less dissent?",5
1685,china’s next potential boom spot: the places people overlook,"new highways and trains and changes in farming are opening up the country’s poorer cities and rural areas, long laggards amid china’s torrid growth.",5
1686,china’s reform hopefuls watch for names. only one may matter.,"a leadership shuffle in the communist party could hint at its commitment to an economic overhaul, but xi jinping’s growing power may hinder that effort.",5
1687,china’s rights crackdown is called ‘most severe’ since tiananmen squar,"a report by human rights watch outlines moves by china to silence critics, and faults the united nations for overlooking the country’s abuses.",7
1688,china’s state media slams trump’s ‘emotional venting’ on twitt,beijing says it’s up to the united states and north korea — not china — to find a solution to tensions over pyongyang’s missile and nuclear program.,5
1689,china’s technology ambitions could upset the global trade ord,"china is gleaning know-how from foreign firms, willing or otherwise, to build the industries of the future, in an effort that worries companies and washington.",1
1690,china’s weak hand in potential trade war with u.s.,"in theory, china has leverage as the white house considers tariffs, but selling treasuries would end up costing china.",8
1691,chinese auto-glass magnate faces union challenge in ohio,"roughly 2,000 workers at the fuyao plant are voting on affiliating with the united auto workers, a possible blow to the owner’s paternalistic model.",5
1692,chinese newspaper publishes precautions for nuclear conflict,"the main official newspaper for a province abutting north korea listed ways to limit radiation exposure, even including cartoons.",5
1693,chinese police dynamite christian megachurch,"paramilitary officers used explosives and heavy machinery to destroy the church, reflecting tensions between christians and the communist party.",7
1694,chinese video on border standoff with india provokes accusations of rac,"the video, produced by china’s state-run news media and filled with stereotypes and stilted jokes, could escalate tensions between the two countries.",5
1695,choosing jersey over the c,"after saving to move back to new york city, two recent graduates decide they’d rather live in jersey city.",8
1696,choosing a health insurance plan is not ‘shopping’,"when i go shopping at the mall, i get perfume samples and free chocolates. when i consider health insurance plans, i am offered no such things.",5
1697,choosing a simple smartphone solut,hardware and software that declutters the phone screen and makes it easier to use can be a big help for nontechnical users.,5
1698,"chris christie interview excerpts: the governor on trump, the transition and his record","weeks before the end of his second term, gov. chris christie of new jersey gave a two-hour interview on a wide range of subjects, including president trump.",5
1699,chris coons: why jeff flake’s exit should scare democrat,"the republican party is increasingly hostile to principled, patriotic lawmakers. that presents a grave threat to our country.",8
1700,"chris foerster, seen snorting powder in video, resigns as a dolphins coach","foerster, the team’s offensive line coach, said in a statement that he was committed to “getting the help that i need.”",0
1701,chris froome wins his fourth tour de france titl,the briton — mounting a yellow bike and donning the yellow jersey — bested rigoberto urán of colombia by 54 seconds in the overall race after sunday’s largely ceremonial final stage.,8
1702,chrissy teigen’s travel nightmare ‘happens more often than people think’,"ms. teigen’s international flight turned around after four hours, a saga that she narrated on twitter. it turns out such mishaps are relatively common.",5
1703,christie bets on a rare second-term victory with wag,"gov. chris christie of new jersey will be in washington for oral arguments in a case that could set the stage for legalized sports betting, and burnish his legacy.",0
1704,"christina gagnier, abraham dyk",the couple met in philadelphia in 2016 while the groom was working at the 2016 democratic national convention.,2
1705,"christine keeler, central figure in british ‘scandal of the century,’ is dead at 75",ms. keeler’s affair with the government minister john profumo and other revelations set england abuzz in the early 1960s.,5
1706,"christine reilly, robert cecot",the couple met at the birthday party of a mutual friend.,2
1707,"christine walker, thomas nerney","the couple had their first conversation at a breakfast meeting, and that afternoon, he sent her a message asking her to dinner, too.",2
1708,christmas around the world: 10 international destinations to visit,cities all over the world celebrate christmas in unique and memorable ways. here are a few to consider for your last-minute christmas trip.,5
1709,christmas in the i.c.u.,"there’s an illusion that if you want something enough, even something as fantastical as avoiding death, you might just get it.",7
1710,"christo and jeanne-claude’s wrapped delights, real and imagin","a show in brussels looks back at their projects, including some that never came off — like swathing skyscrapers in manhattan.",8
1711,"christopher bailey, burberry chief creative officer, is leav",mr. bailey was responsible for transforming the company from a local heritage label known for its signature trench coats to a global fashion powerhouse.,8
1712,"christopher cantwell, white nationalist, surrenders to the polic","mr. cantwell, who was featured in a vice news report, faces charges related to his use of tear gas at a torch-lit march held in charlottesville.",5
1713,christopher columbus statue in central park is vand,"an 1892 bronze statue of columbus was found covered with graffiti, its hands painted red.",7
1714,chrysler pacifica minivans in recall over engine stal,"the action, affecting 154,000 vehicles from the 2017 model year, was announced after owners filed safety complaints or shared concerns through social media.",1
1715,chuck todd thinks it’s important to stay neutr,the moderator of “meet the press” on how the media covered the events of 2016 and whether sports figures should weigh in on political issues.,0
1716,church shooting in tennessee leaves one dead and six wound,"a gunman who opened fire at a church in antioch, tenn., on sunday was wounded after shooting himself and was in custody, the police said.",7
1717,cineworld and regal in blockbuster merger to challenge amc,"the deal would give the combined entity more than 9,500 screens in the united states and europe and allow it to better compete with the industry giant.",8
1718,cisco and google find mutual interest in cloud comput,two generations of silicon valley giants are finding that working together is better than falling behind competitors like amazon and microsoft.,5
1719,cities that never sleep are shaped by sunrise and sunset,a study using cellphone call records of more than a million people found that city dwellers continue to be affected by earth’s natural light-dark cycle.,5
1720,"citing free speech, a.c.l.u. sues washington metro over rejected ad","milo yiannopoulos, peta and others are united in a lawsuit against the washington, d.c., metro agency, which prohibits ads that aim to “influence public policy.”",5
1721,citizen action on health car,"is there anything that concerned americans can do to help prevent massive losses of insurance coverage? yes, there is.",5
1722,"citizens of gucci-land, unite!",also creating communities via clothing at fendi and maxmara — and some confusion at alberta ferretti.,8
1723,citizenship applications in the u.s. surge as immigration talk toughen,"as the trump administration bolsters enforcement and works to curb legal immigration, many fear that even a green card is not enough to protect them.",1
1724,citizenship and the censu,the latino community foundation says questioning citizenship in an age of increased immigration enforcement will likely result in an undercount.,5
1725,city announces plan to diversify lower manhattan school,parents and advocates in district 1 had pushed the city for a way to achieve racial and socioeconomic balance. now the education department is giving it a go.,5
1726,city center to honor michael friedman,"the theater’s off-center series, which mr. friedman led until his death last year, will stage his 2003 musical “gone missing” in july.",8
1727,"city expands services as more become homeless, even with a job","the problem of homelessness in new york city now includes more able-bodied people, some of them employed, who shun overcrowded shelters and live on the street.",5
1728,"city will place 1,500 bollards to counter vehicle attack","mayor bill de blasio said new york would spend some $50 million on safety measure, including installing metal posts around vulnerable pedestrian areas.",4
1729,"city of the future? humans, not technology, are the challenge in toronto",plans by a google sibling for a development where robots collect trash and heated paths melt snow have generated excitement. but its data-collection sensors have spurred privacy concerns.,5
1730,city to settle discrimination claim in brooklyn housing plan,an eight-year legal fight over racial discrimination in a proposed development plan for the broadway triangle ends with the city agreeing to changes.,5
1731,city to the news: hang in,"with its new owners focused on pixels, not ink, let’s hope new york’s storied tabloid keeps its brashness in the digital age.",4
1732,claes oldenburg is (still) changing what art looks lik,"the sculptor, firmly entrenched in downtown new york, is an original pop art star with an undeniable legacy.",5
1733,clampdown on university of michigan fraternities after reports of sexual misconduct and alcohol abus,the suspension of parties and pledging activities at most of the school’s fraternities was the latest effort at major universities to curtail the excesses of greek life.,5
1734,classical music in nyc this week,our guide to the city’s best classical music and opera.,8
1735,"claudia romo, richard edelman","the bride works at unicef, where she focuses on global migration. the groom runs daniel j. edelman holdings, the communications and marketing firm.",8
1736,"cleaning a dirty sponge only helps its worst bacteria, study say","researchers found that microwaving, boiling or throwing used sponges in the dishwasher encouraged the proliferation of its strongest microbes.",5
1737,cleanup from california fires poses environmental and health risk,"even as the fires still burn, public health officials and environmental cleanup experts are starting to think about the next chapter of the disaster.",7
1738,"cleared of shoplifting, cowboys receiver lucky whitehead won’t be reinst","a man taken into custody in virginia identified himself as whitehead, but further investigation revealed it was a case of false identity.",8
1739,cleveland indians (19 and counting) are streaking toward octob,"they came close in 2016, nearly winning the world series. a year later, the indians have put together a winning streak that could set a record.",0
1740,"climate change is altering lakes and streams, study suggest","like the ocean, fresh water absorbs carbon dioxide from the atmosphere. but the effects are likely to vary widely from place to place.",1
1741,climate change is driving people from home. so why don’t they count as refugees?,"the treaty that defines the status of refugees was written with the second world war in mind. now, research shows that weather shocks are forcing millions to move.",5
1742,climate lessons from california,the state faces big challenges but has also been particularly ambitious in its efforts to reduce greenhouse gas emissions.,4
1743,climate report could force trump to choose between science and his bas,the looming publication of a climate report again raises a contentious policy issue that has deeply divided president trump’s closest advisers since he arrived in the oval office.,5
1744,clock is ticking on $10 million reward in gardner art heist,"until 2018 begins, a $10 million reward remains on the table for information leading to the return of art stolen from the gardner museum in boston.",5
1745,"close living: two college friends, one bedroom","they couldn’t afford a two-bedroom, so they opted for the next best thing: a one-bedroom with room for a loft bed — right next to the sofa.",0
1746,"closing a racial divide, one swim lesson at a tim","new york city is a leader is offering free summer lessons that may be helping to close the longstanding racial gap in swimming ability, a study shows.",5
1747,clown hysteria grips australian media after group vows to descend on suburb,"a facebook group said little beyond that clowns planned to appear late at night, but news coverage breathlessly described the group as “a chilling threat”",1
1748,"club 57, late-night home of basquiat and haring, gets a museum-worthy reviv","the basement club, which for five years served as the louche headquarters for the east village 1980s art movement, time-travels to the museum of modern art.",5
1749,coco vandeweghe leads the u.s. team in the fed cup fin,"vandeweghe, who is in the top 10 for the first time, has been a constant for the americans, who will face belarus as they try to win their first title since 2000.",2
1750,coach inc. is dead. long live tapestry.,the american fashion group is rebranding itself to reflect its new ambitions.,0
1751,"coach, husband, architect, father. one title was a fake.",paul j. newman forged signatures and used a phony stamp to work on hundreds of construction projects in several new york counties for years.,5
1752,coaches dream of glory. i root for that dream.,a sportswriter admires the risk-taking and passion of n.h.l. coaches.,0
1753,coal mining health study is halted by interior depart,"the study, begun under the obama administration, was examining the health and environmental impacts of mountaintop-removal coal mining in appalachia.",3
1754,coalition leader in state senate accused of sexual misconduct,"a former staff member of state senator jeffrey d. klein, who leads the independent democratic conference, says he forcibly kissed her in 2015.",3
1755,cocktails only a local could lov,"seven drinks that remain steadfast favorites, but only in the regions where they were born.",8
1756,"cody bellinger breaks through, leading the dodgers past the astro","bellinger, a rookie, had struggled through the first three games of the world series with no hits in 13 at-bats, but his two doubles made all the difference in game 4.",0
1757,coinbase: the heart of the bitcoin frenzi,"the san francisco start-up has been at the center of the virtual currency boom. but like any young company, it is experiencing growing pains.",5
1758,cokie and steven roberts: a half-century of changing togeth,"“candor is overrated. i don’t mean deception or secrets. i mean real mutual respect, which leads to being gentle, loving, cautious and careful at times.”",2
1759,"colares, where the vineyards snake through the sand","the savory, distinctive portuguese wines come from unusual vineyards along the atlantic coast, continental europe’s westernmost growing region.",5
1760,colbert says g.o.p.’s ‘nothing burger’ is a ‘quarter pounder with sleaze’,late-night hosts resorted to different comparisons to explain how much they were irked by president trump’s undisclosed meeting with vladimir putin.,5
1761,"cold baltimore classrooms are ‘inhumane,’ teachers union say","teachers say students have had to attend class in hats, coats and gloves. public school officials said they are addressing problems at old buildings as they arise.",7
1762,"cold carriers, you’ve been bust",tired of wondering who gave you that terrible cold? there’s a genealogical test for that.,5
1763,"cold weather recipes, feat. taylor swift","fall temperatures are dropping: make up a warming bowl of something, like a firehouse chili gumbo or an herbed white bean stew.",5
1764,"colleen clark, pip ngo","the couple met eight years ago on the f train, went on one date, but then went separate ways. tinder reconnected them five years later.",2
1765,college advice i wish i’d taken,"i’m a teacher now, but as an undergraduate, i was the type of mediocre student i now disdain.",5
1766,college application website went down as deadline loom,technical troubles that took the common app portal offline for two hours monday night were met with anxiety and mordant humor by students and college officials.,8
1767,college football bowl games: boise state holds off oregon,"in other bowls, georgia state and marshall were among the winners.",5
1768,"college football playoff picture: oklahoma defeats t.c.u., 41-17",the college football playoff picture began taking shape on saturday with four conference championship games.,8
1769,college football playoff rankings: who will get shut out?,"the college football playoff selection committee will release its rankings tuesday night, and notre dame, alabama and oklahoma have more at stake than usual.",8
1770,college football playoff: georgia outlasts oklahoma in rose bowl,sony michel’s 27-yard touchdown in the second overtime sent the bulldogs to the national championship game.,8
1771,college football roundup: ohio state prevails despite pregame mishap,"in other games, oklahoma, wisconsin, georgia and penn state romped.",5
1772,college football: oklahoma state’s slim playoff hopes with,"in other games, notre dame got past navy, wisconsin topped michigan, and yale won the ivy league.",0
1773,"college football’s biggest, boldest advertisements now have 18 wheel","first it was facilities, then amenities and uniforms. now football programs are spending thousands of dollars to draw attention to the big rigs that haul their equipment.",8
1774,college football’s new secret weapon: coaches who don’t coach,"the rise of analysts — noncoaching assistants hired to scout, advise or second-guess — offers programs that can afford them a tactical advantage.",0
1775,college legacy admissions: affirmative action for whit,a former college admissions officer writes that legacy admissions are one example of the ways in which the admissions competition tilts white.,8
1776,"colorado gunman shoots 5 officers near denver, one fat","the sheriff of douglas county in colorado described the deputy who was killed, zackari parrish, as a “smiley kid” who was eager to serve.",7
1777,"columbine shocked the nation. now, mass shootings are less surprising.","in 1999, the columbine high school massacre felt like an earthquake. but it is no longer one of the 10 deadliest mass shootings in postwar america.",7
1778,columnists’ favorite column,and the most-read opinion pieces of 2017.,8
1779,comedian sues neo-nazi daily stormer as site resurfaces from dark web,"a comedian filed a defamation lawsuit against the white supremacist website, which briefly returned from exile with a russian domain name.",5
1780,"comic books, in black and whit","“black,” a comic series about a world in which only black people have superpowers, is an ambitious project that has stood out for, among other reasons, some incredible covers.",5
1781,coming home to a shipping contain,"eco-friendly and affordable, shipping containers are gaining popularity as an alternative to traditional houses.",5
1782,coming out in lebanon,"openly gay, lesbian and transgender people face persecution across the arab world. the exception may be in lebanon, which has slowly grown more tolerant thanks to the work of activists.",4
1783,coming soon to amc theaters: virtual reality experi,the theater chain has invested $20 million in the start-up dreamscape immersive and will open six locations offering v.r. experiences in the next 18 months.,5
1784,"commemorating end of world war i, with poppies and a paus","thousands gathered for armistice day events around the world, honoring the millions who died in world war i and those who have died in wars since.",7
1785,"comments by jemele hill of espn a ‘fireable offense,’ white house say","hill, who co-hosts the 6 p.m. edition of “sportscenter,” posted a series of disparaging statements about president trump on twitter.",5
1786,commerce secretary’s offshore ties to putin ‘cronies’,"wilbur ross, the commerce secretary, retained investments in a shipping firm with business ties to russian president vladimir v. putin’s inner circle.",5
1787,"commercial real estate, which fueled trump’s fortune, fares well in tax plan","on multiple provisions in the house tax package, commercial real estate developers were exempted from changes that would affect other industries.",3
1788,commitment issues and fraught hometown visits as ‘bachelorette’ nears end,a reminder that happily ever after is only one endgame. the real winner may be the man who gets dumped but is picked to be the series’ next bachelor.,8
1789,communism through rose-colored glass,why can’t the left condemn this evil as it does its historical equivalents?,5
1790,communist-era crooner and far-right metal band share a spotlight,“the sinatra of the east” and a heavy metal group known for anti-muslim lyrics were honored in the czech republic’s answer to the grammys.,5
1791,companies are handing out bonuses thanks to the tax law. is it a publicity stunt?,"following the big tax cut, companies have announced bonuses or wage hikes for employees. will they make a difference? or are they publicity stunts?",4
1792,companies rush to develop ‘utterly transformative’ gene therapi,gene therapy for cancer is becoming a reality but works best for blood cancers like leukemia and not yet in more common ones like lung cancer.,5
1793,companies warn of hits from tax cuts. don’t be fooled.,companies are expected to report billions of dollars in short-term losses stemming from the new tax law. but they are a prelude to much larger profits.,5
1794,competing with the giants in race to build self-driving car,"aurora, a start-up founded by the former head of google’s self-driving project, will feed its technology into car giants volkswagen and hyundai.",5
1795,complacency could kill health car,graham-cassidy is the donald trump of health reform.,1
1796,compromis,peter collins likes his medium.,5
1797,concussions in teenagers tied to multiple sclerosis risk,a large-scale new study found that concussions in adolescents can increase the risk of later developing multiple sclerosis.,7
1798,condé nast chooses a digital-first editor to run glamour,"samantha barry, a producer at cnn worldwide from cork, ireland, is set to become the eighth editor of the women’s magazine, succeeding cindi leive.",5
1799,"coney island, ever chang",the photographer lauren welles sees a tableau of collective escape on the beach.,5
1800,confederate flags with cotton found on american university campu,it was at least the second time this year that racist symbols were discovered on the school’s washington campus.,7
1801,"confederate monuments rekindle ‘heritage, not hate’ deb",a longtime mantra used by many defenders is being undercut by the embrace of confederate imagery by white supremacists.,1
1802,confederate statues are the easy part,"the names of those who fought to keep slavery in place decorate streets, schools, bases — so widely that most people never think about it.",5
1803,confederate statues and ‘our’ histori,"they do not simply commemorate american history, as the president declared. they honor just one part of that past.",5
1804,confederate statues in memphis being removed after city council vot,"the city council voted wednesday to sell two public parks to a private entity, allowing the city to skirt a state law barring the removal of the memorials.",3
1805,confessions of a digital nazi hunt,"in the wake of trump’s victory, i built a bot to expose bigots. then twitter suspended it — and kept the bigots.",5
1806,confessions of a sensible gun own,hunters like me can help lead the gun control debate away from polemic.,5
1807,confirm or deny: jaron lani,did al gore invent the internet or not?,8
1808,conflicting accounts in niger ambush are subject of pentagon investig,"nigerien officials have said that a convoy gave chase to islamic militants who later returned to ambush them, but american troops say they didn’t pursue the militants before the attack.",5
1809,congo’s specialty brews look to be the ‘future of coffee’,"despite conflict and political instability, the democratic republic of congo is believed to be one of africa’s most promising specialty coffee producers.",5
1810,congress can’t let mr. trump undo obamacare on his own,a new white house executive order could significantly damage the health insurance market and harm millions of people.,5
1811,"congress reaches deal on russia sanctions, setting up tough choice for trump",white house officials acknowledge that the president would all but have to sign legislation punishing russia for its election interference.,5
1812,congress rejects trump proposals to cut health research fund,congress has rejected president trump’s plan to cut funds for biomedical research and would instead increase spending by the national institutes of health.,4
1813,congress weighs repeal of tax credit for rare disease drug,"long untouchable, the incentive for development of orphan drugs is now a republican target as lawmakers consider a broad tax overhaul.",5
1815,"congresswoman accuses kelly of lying, escalating dispute over trump’s condolence cal","representative frederica s. wilson said john kelly, the president’s chief of staff, lied by suggesting she had taken credit for obtaining funding for a federal building in miami.",5
1816,"congresswoman, describing call to army widow, criticizes trump for his com","“that is not what you say to a grieving widow,” congresswoman says of president’s comment that soldier “knew what he was signing up for.”",7
1817,connecticut’s high court hears newtown families’ appeal against gun compani,the state supreme court hears arguments in a lawsuit filed by the relatives of the victims in the sandy hook shooting who say the rifle used was marketed as a weapon of war.,7
1818,"connecting, midair, with my 8-year-old son","at the trampoline park, i knew this was it — that moment of pure joy with your kid you always want as a parent.",2
1819,"connie hawkins, pioneering n.b.a. hall of famer, dies at 75","hawkins, who made his n.b.a. debut at 27 after being tainted by scandal, became “one of basketball’s great innovators,” the phoenix suns said.",7
1820,"conor daly, edward disk","the couple met on a tuesday, had a regular date every tuesday for three years, and married on the third anniversary of that first date (a saturday).",0
1821,"consensus? no, thanks. german politics suddenly get messy.",the breakdown of coalition talks may signal the end of the country’s postwar tradition of compromise. not everyone thinks that’s a bad thing.,5
1822,conservationists see a hurricane risk: florida’s exotic pets could escap,"with hurricane irma fast approaching florida, wildlife organizations are concerned that captive, nonnative wildlife could break loose.",1
1823,conservative pennsylvania congressman resigns amid abortion scand,"representative tim murphy said he would step down this month, after a backlash over reports that he encouraged his lover to consider terminating a pregnancy.",3
1824,"conservative professors: welcome, or not?",readers discuss the reasons for a lack of conservatives in the academy.,8
1825,conservative website’s correspondent arrested during speech at uconn,lucian wintrich of the gateway pundit was charged with breach of the peace after he became involved in an altercation during his speech.,8
1826,conservatives should oppose expanding the federal court,a proposal to create hundreds of new judgeships to undo president barack obama’s judicial legacy is wrongheaded and based on false assumptions.,8
1827,conservatives want to make mitch mcconnell the symbol of a toxic washington,"republicans, who made nancy pelosi into a successful boogeyman for their base, are now trying the same tactic with one of their own: mitch mcconnell, the senate majority leader.",5
1828,conservatives and health car,readers discuss suggestions from j.d. vance and john kasich for how to fix the system.,5
1829,"conservatives, with bannon’s help, look for revenge in mississippi",a brewing republican vs. republican fight could test whether the anti-incumbent insurgency backed by stephen k. bannon becomes a credible national movement.,8
1830,"conspiracies, corruption and clim",it’s not just rush limbaugh: know-nothings are running america.,5
1831,continued use of long putter raises concerns on the senior tour,"the ban on anchoring a putter has forced players to adapt, and it has also led to complaints about the putting technique of the circuit’s top players.",8
1832,"contractor for puerto rico power suspends work, citing unpaid bil","while its highly criticized $300 million contract has been canceled, whitefish energy holdings says that it is still owed tens of millions of dollars.",5
1833,"contradicting trump, u.n. monitor says iran complies with nuclear d","in its third report since president trump took office, the international atomic energy agency said iran was well within the limits of the nuclear agreement.",5
1834,controlled chaos at las vegas hospital trauma center after attack,a senior supervisor raced to work at nevada’s only level-one trauma center as shooting victims poured in. her advice for other hospitals: “be prepared and practice.”,7
1835,conversions from islam in europe and beyond,conversions from islam tend not to follow the theological model of transformation inherited from christianity.,5
1836,"conyers doesn’t plan to resign over harassment claims, lawyer say","representative john conyers jr. believes that some people who want him to step down after sexual harassment accusations have long sought to push him out, his lawyer said.",7
1837,cook those blues away,"making something for yourself, even a small thing, will help shake off the unease monday brings.",5
1838,"cooking, and reporting, in the thrall of the instant pot",the $99 electric multicooker has hundreds of thousands of fans — including me.,5
1839,coping with depression as love wins the day,"after suicidal thoughts put an episcopal-priest-to-be into the hospital, a fellow seminarian came to realize how much he loved her.",5
1840,coping with floods is only half the battle for mumbai’s poor,"in mumbai, a megacity of 18 million where torrential rain is an annual reality, the comparisons to houston have not gone unnoticed.",7
1841,coping with teenage anxiety: readers share their stori,readers respond to our cover story on anxious teenagers with their own stories of living with the mental-health disorder.,7
1842,copying iphone messages to the comput,"several inexpensive programs can easily archive text messages, voice mail, music and other content from your phone to your pc or mac.",5
1843,copyright case over richard prince instagram show to go forward,a photographer has sued mr. prince over the use of an instagram photo in a gallery show. a new york federal judge has declined to dismiss the case.,8
1844,corey chow to be new chef de cuisine at per s,"mr. chow replaces eli kaimeh, who is leaving for a three-month sabbatical.",5
1845,corker told the truth about trump. now he should act on it.,"if senator bob corker believes donald trump can’t be trusted with the power he holds, shouldn’t he be trying to take that power away?",8
1846,"corker ‘couldn’t get elected dog catcher,’ trump says in renewed attack",senator bob corker suggested that the white house “step aside” on tax legislation hours before the president’s policy lunch with senators.,8
1847,corker’s blast at trump has other republicans nodding in agr,"other republicans share the senator’s view of the president but fear retaliation if they express it out loud. still, it could spell trouble for trump.",5
1848,cornel west doesn’t want to be a neoliberal darl,"the harvard professor on his criticisms of barack obama, the importance of free speech and what ta-nehisi coates gets wrong.",5
1849,correction captain charged with beating teenage rikers inm,"prosecutors say capt. stanley arkhurst, 42, beat an 18-year-old prisoner in a shower, then covered up the attack, with help from four other officers.",3
1850,"cost of contact in sports is estimated at over 600,000 injuries a year","yale researchers calculated that, if contact sports could be made noncontact, there would be 49,600 fewer injuries among male college athletes per year and 601,900 among those in high school.",7
1851,cotto: a whole new meaning for prosciutto,"this cooked version of italian ham, from lombardy, is now being imported for the first time.",5
1852,could britain have a second referendum on ‘brexit’?,"now, even nigel farage, the driving force behind the campaign to leave the european union, is musing about a new vote. how realistic is that?",8
1853,could you be allergic to additives in food or drugs?,natural coloring agents made from plants or insects are more likely to trigger a reaction.,5
1854,"could a democrat actually win a senate seat in alabama? precedents are few, but tel",the roy moore race tests the limits of what might be the most republican state in the country.,4
1855,could a perfect tax storm strike your condo?,"in a collision of circumstances, tax bills for people who buy in new developments can sometimes jump unexpectedly.",8
1856,council speaker calls police response ‘out of control’,speaker corey d. johnson accused police and federal agents of acting violently at an immigration protest where two city council members were arrested.,5
1857,"countering west coast pull, by helping finance start-ups sell in new york","the fintech innovation lab, a new york business-backed program, has been working to help financial-services start-ups sell their services in new york.",5
1858,"country music association tells journalists not to talk about guns, politics or las vega","the association later apologized and rescinded its guidelines, which threatened to revoke journalists’ access to an awards show if they focused on politics.",5
1859,"couple, 98 and 100, who died in fire ‘just couldn’t be without each other’","she called him peach. he called her the queen. “the fact that they went together is probably what they would have wanted,” a son of sara and charles rippey said.",7
1860,couples are forced into plan b after fires and hurrican,many couples had to scramble for alternate wedding sites when hurricanes and california wildfires disrupted best-laid plans.,4
