idx,headline,summary,labels
1463,"California Today: In Ravaged Santa Rosa, to Stay or Go?","Wednesday: Rebuilding in Santa Rosa, a Game 1 win for the Dodgers, and Jonathan Gold names Los Angeles’s top restaurants.",8
1464,California Today: Is This What Climate Change Looks Like?,"Tuesday: A wild weather weekend, the problem with American Indian place names in Yosemite, and a sprawling arts initiative across Southern California.",5
1465,"California Today: L.A. College Teams Up With a Former Student, Barack Obama","Wednesday: A Barack Obama-themed scholarship, California as the nation’s chief environmental regulator, and a geological wonderland outside Barstow.",5
1466,California Today: Legalization Is Here! Shrug.,"Tuesday: Legal marijuana, tax brinkmanship, the social media apartment complex, getting off the water grid, fire cats, and finally, Jimmy Garoppolo’s poker face.",5
1467,California Today: Mexico Has a Quake Warning System. Where is California’s?,"Thursday: Checking in on California’s earthquake warning system, pro surfers compete in the San Joaquin Valley, and snow arrives in Tahoe.",5
1468,"California Today: Neighborhoods That Grow Up, Not Out","Monday: Rethinking housing, Dianne Feinstein sees obstruction case, Brock Turner appeal, the 49ers finally win and the Emerald Cup.",5
1469,California Today: No Easy Answers After Las Vegas,"Tuesday: Questions for a gun violence expert, the many California victims of the Las Vegas shooting, and an obituary for Tom Petty.",7
1470,California Today: Pain in Dodger Nation,"Thursday: Dodgers come up short in Game 7, photos of life in 1970s Bay Area suburbia, and the battle against outdoor smoking.",8
1471,California Today: Price Gouging Complaints After the Wildfires,"Wednesday: Wildfire price gouging, library books, $42,750 football tickets and Tony Bennett’s heart.",7
1472,California Today: Rain Brings Health Hazards to the Homeless,"Friday: The thousands who seek shelter during winter, sexual harassment allegations reach Al Franken, and a $29 loaf of bread in San Francisco.",7
1473,California Today: Raises Come With Increase in Minimum Wage,"Friday: Minimum wage at $11, marijuana distributors react to White House threat of crackdown, and Sierra vs. Sierras.",5
1474,California Today: Renewed Scrutiny of Sanctuary Bill,"Friday: Wrestling with the sanctuary state bill, a nod to well-being in San Jose, and beaches laden with colorful treasures on the Mendocino coast.",5
1475,California Today: Republican Ed Royce Won’t Seek Re-election,"Tuesday: A high-profile race after Mr. Royce’s departure, a major rainstorm, and angst in Yosemite over Starbucks.",8
1476,California Today: San Diego’s ‘Odd Couple’,"Tuesday: Collegial city councilors, a venerable science reporter and the battle over sanctuary cities continues.",5
1477,California Today: Should Shelter Dogs Be Vegan?,"Friday: Meat-free animal shelters, toys for hackers and where to celebrate a California Christmas.",5
1478,California Today: Stopping Jumpers at California’s Bridges,"Thursday: Preventing suicide at bridges, a bill to change how water flows in the San Joaquin Valley, and parole hearing day for O.J. Simpson.",5
1479,"California Today: Suing the Trump Administration, Again and Again and Again","Friday: Taking stock of Xavier Becerra’s lawsuits, Duncan Hunter calls for an attack on North Korea, and a review of “Pacific Standard Time: LA/LA.”",1
1480,California Today: Talking to a Democratic Challenger for Feinstein,"Monday: A conversation with Kevin de León, the end in sight for wildfires, and the debut of Disney.",5
1481,"California Today: Tens of Thousands of New Jobs, and One Worry: Robots","Monday: The spread of warehouse work in inland California, U.C. Irvine’s rescinding of 499 acceptance letters, and a necropolis outside San Francisco.",5
1482,California Today: The Border Protests That Never Came,"Monday: A quiet rollout for border wall prototypes, complaints of sexual harassment in Sacramento, and Dodger World Series hopes take a beating.",5
1483,California Today: The Dominating Dodgers,"Tuesday: The Dodgers look unstoppable, a stormy semester at Claremont Colleges, and grappling over California’s right-to-die law.",8
1484,California Today: The Eclipse Is Coming. Are You Ready?,"Friday: Preparing for the eclipse, a three-hour commute from Stockton to San Francisco, and a look back at California’s orange heritage.",5
1485,California Today: The Man Who Took Over Porn,"Thursday: The disruption of San Fernando Valley’s porn industry, a Sacramento County sheriff’s deputy is killed, and Los Angeles drops Columbus Day.",8
1486,California Today: The Push to Reclaim Starry Skies,"Friday: The fight for dark skies, a National League pennant for the Dodgers, and a photo series from the Santa Rosa inferno.",5
1487,California Today: The Rise of the Super Commuter,"Monday: California’s brutal commutes, a tense protest in Laguna Beach, and hydrofoiling in the San Francisco Bay.",5
1488,California Today: The Tax Bill’s ‘Spiraling Consequences’,"Tuesday: What the tax bill means for California, transplanting Silicon Valley’s magic, the Ventura fire and reaction to our Berkeley housing story.",5
1489,California Today: What Would a Very L.A. Olympics Look Like?,"Tuesday: Welcoming the Summer Games to Los Angeles, new obstacles for the bullet train, and the dangers of navigating the California coast.",8
1490,California Today: What You Need to Know About the Mudslides,"Wednesday: Extensive damage in SoCal, concerns over the intensifying flu season, and bed bugs in Los Angeles.",7
1491,California Today: What the Tax Plan Could Mean for Californians,"Monday: Limited relief from expensive mortgages, Tasers for the San Francisco police, and how almonds rely on bees.",5
1492,California Today: Why College Football Is King in the San Joaquin Valley,"Thursday: Fresno State’s dedicated fans, violence in Sacramento, and the California Highway Patrol’s dad jokes.",5
1493,California Today: Wildfire Photos Tell a Story of Ruin,"Friday: Distressing images from California’s wine country, a neighborhood guide to Los Angeles, and the reopening of Pfeiffer Canyon Bridge.",7
1494,California Winds Are Fueling Fires. It May Be Getting Worse.,"Some scientists think global warming may be making California’s autumn winds even drier, a “key parameter for fire risk.”",5
1496,California’s Travel Ban,The U.S. Travel Association takes issue with California’s ban on state-funded travel to Texas because of an anti-gay law.,5
1497,California’s Wildfires: Why Have They Been So Destructive?,"The 17 major blazes raging in California have been much more ferocious than the state’s typical fire season, for reasons that were years in the making.",7
1498,Calling Cost-Sharing Reduction Payments ‘a Bailout’ Is Misleading,President Trump has repeatedly called payments made to health insurers “a bailout” but they lower out-of-pocket costs for low-income people.,0
1499,Cam Newton Mocks Female Reporter for Using Football Term,"Newton, the quarterback for the Carolina Panthers, began his reply to a question about the route running of one of his receivers by saying it was funny to hear a “female talk about routes.”",3
1500,Cambodia Charges Opposition Leader Kem Sokha With Treason,"The move comes amid a wider crackdown on dissent ahead of parliamentary elections next year, with a particular focus on groups linked to Washington.",5
1501,Cambodia Finds New Target for Real Estate: Chinese Investors,"Chinese investors are flocking to Phnom Penh, which is experiencing a building boom as its towers push higher into the sky.",8
1502,Cambodia’s Top Court Dissolves Main Opposition Party,"The ruling, criticized by the U.N. and by rights groups, eliminated the most viable challenger to the country’s authoritarian leader before elections next year.",8
1503,Cambridge University Press Removes Academic Articles on Chinese Site,The Chinese authorities had ordered the publishing house to censor more than 300 articles related to sensitive issues or its site risked being shut down.,8
1504,Campaign to Drive Out Migrants Slams Beijing’s Best and Brightest,Tens of thousands of hopeful college graduates moved to the city seeking better jobs and better lives. Now the authorities are telling them to leave.,7
1505,Can Aaron Rodgers Get the Packers to the Playoffs?,Rodgers’s return has fans excited. But it’s going to be tough to make the postseason.,5
1506,Can Black Voters Turn the South Blue?,Doug Jones’ victory shows the importance of investing in African-American turnout.,5
1507,Can Donald Trump Save Roy Moore After All?,Will a sex scandal cause Alabama to break with its long tradition of electing embarrassing showmen?,5
1508,Can Fathers Have Postpartum Depression?,A growing body of research has given rise to the idea that you don’t have to give birth to develop the “baby blues.”,5
1509,Can Fearless Journalism Survive Rodrigo Duterte?,The Philippines’ president is forcing an independent newspaper into the hands of one of his allies.,7
1510,Can Hollywood Movies About Climate Change Make a Difference?,To galvanize audiences: Don’t use apocalyptic plots. But a dose of humor? That might help.,5
1511,Can I Divide My Apartment Into Two?,A reader wonders about the obstacles to redividing two apartments that were combined long ago.,5
1512,Can India Stop Its Children From Dying?,India’s crumbling health care system heaps repeated indignities on its people.,7
1513,Can Keir Starmer Save Britain From Brexit?,"Labour’s point man on Brexit policy has subtly shifted the party’s strategy on leaving the E.U. Can he go further and change the country’s course, too?",5
1514,Can Ketones Rev Up Our Workouts?,"Ketone supplements designed to mimic the effects of a high-fat, low-carb diet have become popular among athletes. One catch: They often cause nausea.",5
1515,Can Prep Schools Fight the Class War?,Trinity School’s headmaster sends shock waves through the city’s private-school world calling out insidious parental entitlement and self-interest.,5
1516,Can Requiring People to Work Make Them Healthier?,"The Trump administration wants to make a major change to Medicaid, but there’s not a lot of evidence for one of its key assertions.",5
1517,Can Spain Become a Country That No One Wants to Leave?,"Nationalists on both sides should realize that the best path is not to part ways, tearing their country apart in the process, but to rebuild.",5
1518,Can Trump Bring Peace to the Middle East?,"Probably not — but that’s because for the foreseeable future, no one can.",1
1519,Can Trumpism Survive Trump?,Looking for a political figure on the American scene to give conservatives hope.,1
1520,Can Washington Stop Big Tech Companies? Don’t Bet on It,"Why the government seems paralyzed in the face of the power and influence of companies like Apple, Google and Microsoft.",5
1521,Can You Develop Food Allergies at Any Age?,"Preliminary data from a large, new national study suggests that over half of American adults with a food allergy developed it after age 18.",5
1522,Can You Run Android on an iPad?,"If you like Android software and Apple hardware, you can usually find iPad versions of all your favorite Google apps to install.",5
1523,Can You Sweat Out Toxins?,Heavy metals and BPA can be detected in sweat. But whether tiny amounts of chemicals present a health concern is unknown.,5
1524,Can a Giant Science Fair Transform Kazakhstan’s Economy?,"With Expo 2017, the former Soviet Republic is trying to wean itself from oil and create a new global financial hub.",5
1525,Can a Stroller Be Sent to the Back Door?,A new co-op owner was told she cannot enter through the front door of her building if she is using a stroller.,8
1526,Can a Vending Machine Replace a Bodega? A Start-Up’s Plans Draw Fire,A company that wants to make its internet-connected vending machines ubiquitous did damage control after implying that it wanted to displace beloved corner stores.,5
1527,Can a ‘No Excuses’ Charter Teach Students to Think for Themselves?,"Known for high test scores, but with disappointing results in college, the Achievement First network tries a new model to help children learn independent thinking.",5
1528,Can an 11-Year-Old Girl Consent to Sex?,France grapples with a case that raises questions about how it sees children and sexual freedom.,7
1529,Can the Browns Win a Game This Season?,"Cleveland is 0-9. And with the schedule it has left, an 0-16 finish is looming.",5
1530,Can the Olympics Bring the Koreas Together?,"North Korea has agreed to send athletes to the 2018 Winter Games in South Korea, but the Olympics have long been a window into geopolitics between the two sides.",5
1531,Can the President Be Indicted? A Long-Hidden Legal Memo Says Yes,A document from Kenneth Starr’s investigation into President Bill Clinton rejected the view that sitting presidents are immune from being indicted.,4
1532,Canada Attacks U.S. Tariffs by Taking Case to World Trade Organization,A sweeping challenge to the Trump administration’s “America First” policies could add to tensions already frayed by Nafta negotiations.,5
1533,Canada Legal Fight May ‘Destroy the Faith’ in First Nations Treaties,At stake in a case before the country’s Supreme Court: how much influence Canada’s indigenous groups will have over land and natural resources in their traditional territories.,5
1534,"Canada Offers $85 Million to Victims of Its ‘Gay Purge,’ As Trudeau Apologizes",Prime Minister Justin Trudeau apologized for Canada’s discrimination against gays and lesbians who were forced out of the military and public service.,4
1535,Canada Wants a New Nafta to Include Gender and Indigenous Rights,"Canada’s foreign affairs minister, Chrystia Freeland, vowed to make the pact “more progressive” during negotiations with Washington, but offered few details.",5
1536,Canadian Filmmakers Get a View of North Korea Through Hockey,"Over the past year, a Canadian film crew has been shadowing two men’s hockey teams in North Korea for a documentary.",5
1537,Canadian Freed From Captivity in Afghanistan Is Charged With Sexual Assault,"Joshua Boyle, who was held hostage with his wife and children until they were freed in a raid this fall, faces 15 criminal charges, court records show.",3
1538,Canadian Held Hostage in Afghanistan Says Militants Killed His Child,"Joshua Boyle, who with his family was freed by Pakistani troops, also said his wife had been raped during their five-year captivity by the Haqqani network.",7
1539,Canadian Holocaust Memorial Neglects to Mention Jews,"The plaque at Canada’s first national Holocaust monument, unveiled by Prime Minister Justin Trudeau, is being replaced after an international outcry.",7
1540,Canadian Whiskey’s Long-Awaited Comeback,"Interest in all kinds of whiskeys has spurred a new wave of distilleries, and a renewed respect for a distinctive spirit.",5
1541,"Cancer Didn’t Kill Pablo Neruda, Panel Finds. Was it Murder?","Six years after Pablo Neruda’s driver claimed the Nobel laureate was poisoned, forensic experts agree on one fact: His death certificate was wrong.",5
1542,Cancer Doctors Cite Risks of Drinking Alcohol,"Drinking alcohol, even modest amounts, increases the risk of breast cancer and other cancers.",5
1543,Candidates for Virginia Governor Employ Trump as a Barometer,"During a debate, the Republican candidate refused to say the president’s name — but warned his Democratic opponent about harshly attacking the president.",5
1544,Can’t Afford to Buy a $3 Million Ferrari Enzo? Lease One Instead,Leasing a collectible or high-performance car is an increasingly common arrangement in a rarefied world where want trumps need.,0
1545,Can’t Eclipse the American Spirit,What’s happening in the heavens is a bonanza on earth.,5
1546,Capital Punishment Deserves a Quick Death,It’s time for the Supreme Court to end state-sanctioned killing for good.,5
1547,Capitalism Has a Problem. Is Free Money the Answer?,Worries about the future of work amid automation and a shortage of decent-paying jobs is spurring interest in so-called Universal Basic Income.,5
1548,Capitol Shocker: Democrats and Republicans Start Working Together on Health Care,But Republican leaders could still block their efforts.,5
1549,Captive Priest Is Freed as Philippine Troops Close In on Militants,"The Rev. Teresito Suganob, who had been held in the war-town city of Marawi since May, escaped amid heavy fighting, an admiral said on Sunday.",2
1550,"Capturing the Short, Glamorous Life of a Forgotten Broadway Lyricist","Howard Pollack on writing “The Ballad of John Latouche,” the first biography to explore the cult figure’s prolific career.",5
1551,Car Drives Through Activists Protesting Transgender Woman’s Death,"Three people were hurt, and the driver was arrested. The activists had attended a vigil for a transgender woman who was fatally shot by the police.",7
1552,"Caragh Fisher, Jeffrey O’Connor","The couple met in 2010, when introduced by a cousin of the groom who was also a college friend of the bride.",8
1553,Caribbean Braces for Maria: ‘When Will All of the Hurricanes Stop?’,"The islands scrambled to prepare for another big storm, Hurricane Maria, which was barreling through only days after Irma killed more than two dozen.",7
1554,Caribbean Islands Battered by One Hurricane Are Bracing for the Next,"Days after Hurricane Irma struck the Caribbean, the islands that bore the brunt of the storm are bracing for Hurricane Jose.",7
1555,Carl Icahn Quits as a Special Adviser to President Trump,The billionaire investor’s views on environmental regulations had raised criticism from Democratic lawmakers.,8
1556,Carlos Beltran Retires as World Series Champion,"Beltran walks away from baseball with 2,725 hits, a .279 batting average and a .837 on-base-plus-slugging percentage.",8
1557,Carlos Beltran Tips Cap to the Mets in Interview With the Yankees,"Newly retired, at age 40, and a candidate for the job of Yankees manager, Beltran nevertheless singles out two former Mets — Omar Minaya and Terry Collins.",8
1558,Carlos Correa Proposes to Girlfriend During World Series Celebration,"Correa, the Astros’ shortstop, produced a ring during the team’s on-field celebration and got down on one knee. His girlfriend, Daniella Rodriguez, said yes.",2
1559,Carmelo Anthony: Phil Jackson ‘Was Willing to Trade Me for a Bag of Chips’,"Anthony spoke to The New York Times about leaving New York and said Kiyan Anthony, age 10, should be given an assist.",0
1560,"Carmen Fariña, Head of New York City Schools, Is Retiring","The chancellor’s tenure was marked by a steady march forward, not a great transformation, as happened under the previous administration.",8
1561,"Carol Meylan, Russel Caflisch",The couple met in 2011 in Los Angeles through the dating site eHarmony.,2
1562,"Caroline Ervin, Errol Gordon","The couple met online in 2016, and had their first date at the Asiate, a restaurant at the Mandarin Oriental Hotel in Manhattan.",8
1563,"Caroline Stern, Thomas Burnett","The couple met at Amherst College, from which they graduated, both magna cum laude.",2
1564,"Carolyn Fallert, Chris Taylor",The bride is pursuing two master’s degrees at Harvard. The groom works for Uber Technologies.,8
1565,"Carr Holland, Maxwell Mundy","The couple are marrying on the 22nd anniversary of first meeting, at a picnic in Santa Barbara, Calif.",6
1566,"Carrying a Load of Debt and Pain, and Determined to Get Stronger","Kristian Hidalgo, 24, aims to push through the pain, aches and fatigue of his illnesses while paying off his student debt.",4
1567,Cars Suck Up Data About You. Where Does It All Go?,"Vehicles can track phone calls and texts, and log queries to websites. Who gets what information and for what purposes? This is what you should know.",5
1568,"Carson Wentz Goes Down, and the Eagles’ Dreams Turn to Dread","Wentz, who has led Philadelphia to an 11-2 record, left the game with an ominous-looking knee injury that threatened to upend the Eagles and the N.F.C. playoff race.",7
1569,Carson Wentz Is Fueling Eagles’ Hype. Not That He’s Noticed.,"At the center of Philadelphia’s 7-1 start is Wentz, the second-year quarterback whose stoic nature is perhaps his best asset in a volatile sports city.",8
1570,"Case of Zika Virus, Likely Spread by Mosquito, Is Reported in Texas","For the first time this year, health officials have documented a case of local mosquito transmission of the virus within the contiguous United States.",5
1571,"Casey Van de Walle, Blake Berman","The couple were married in Montauk, N.Y., the same city in which they met in summer 2013.",6
1572,Cashing Out From the Climate Casino,The world’s financial community is finally rousing itself in the fight against global warming.,4
1573,"Casino Guards, Used to Handling Drunks, Confront Greater Dangers","Security officers at Las Vegas casinos are better trained and led than stereotypical “rent-a-cops,” experts say, but many are unarmed and rarely contend with serious criminal violence.",5
1574,Casting Aside Presidential Norms,Readers discuss how President Trump has ignored and defied the conventions of his predecessors.,3
1575,Cat Declawing Ban in Denver Would Be a First Outside California,"A City Council member there has proposed a bill that would ban declawing the animals, saying the procedure is painful and unnecessary.",2
1576,"Cat Hair Links Woman to Bombs Mailed to Obama and Texas Governor, Officials Say","The woman, Julia Poff, also sent an explosive device to the Social Security Administration, prosecutors say. Gov. Greg Abbott opened the package but it did not detonate.",5
1577,Catalan Leaders Accuse Madrid of Killing Chance of Talks,The regional government said hopes of dialogue had been “dynamited” after a judge ordered the arrest of two figureheads of the independence movement.,7
1578,Catalan Police Face Their Own Test of Independence,"The Mossos d’Esquadra, an autonomous force, has been told to confront the very citizens who recently praised their response to terrorist attacks.",5
1579,Catalan Separatism Revives a Long-Dormant Spanish Nationalism,"While stirring separatist instincts in Catalonia, the independence referendum has also deepened pride elsewhere in a unified Spanish identity.",5
1580,Catalan Separatists Seek to Re-elect Puigdemont,"The main separatist parties have a deal to keep Carles Puigdemont as the Catalan leader, even though he is still in self-imposed exile in Belgium.",8
1581,Catalans Camp at Voting Sites as Independence Confrontation Looms,Scores of polling stations were occupied by people intent on keeping them open for Sunday’s independence referendum in defiance of the Spanish government.,5
1582,Catalans Defy Spain and Push Ahead With Vote on Independence,"Thousands, young and old, lined up to vote across Catalonia on Sunday morning, an extraordinary show of determination in the face of threats from Madrid.",5
1583,Catalans and Kurds Discover the Hard Truth About Secession,Independence referendums in Spain and Iraq reveal the deep contradiction between the norms and rules of secession.,5
1584,Catalonia Election: What to Watch For,The Spanish government has called for the election of a new Catalan Parliament in an attempt to resolve an unprecedented constitutional crisis.,4
1585,Catalonia Independence Bid Pushes Spain Toward Crisis,"The region’s latest vote on separation, scheduled for Oct. 1, is significantly riskier than previous efforts and thrusts Spain into uncharted territory.",0
1586,Catalonia Leaders Seek to Make Independence Referendum Binding,"After defying the Madrid government, separatists in the Spanish region face the daunting task of turning a contested vote into reality.",8
1587,"Catalonia Votes Again, This Time in a Gamble to Stall Its Secessionists","Barring a crushing defeat for the separatists, any other outcome is unlikely to vanquish the independence drive completely and may usher in new uncertainty.",8
1588,Catalonia’s Drive to Vote on Independence,The problem with the movement for a referendum is that the Catalan leaders are disregarding democratic procedures.,5
1589,Catalonia’s Independence Bid Shows Signs of Strain as Coalition Splits,"Demonstrators held a general strike in the restive region, but its relatively limited impact was coupled with a smaller than usual protest in Barcelona.",8
1590,Catalonia’s Independence Referendum: What’s at Stake?,"The Spanish region is scheduled to vote on Sunday, despite fierce opposition from the central government in Madrid and from the courts.",5
1591,"Catalonia’s Independence Showdown With Spain, in Photographs","As lawmakers in Madrid and Barcelona passed dueling measures, Spain careened into its greatest constitutional crisis since embracing democracy in 1978.",5
1592,Catalonia’s Separatists: In Exile. In Jail. In Power?,"A tight regional election means tough coalition talks. But this time, eight separatist lawmakers are either in prison awaiting trial or abroad avoiding it.",5
1593,Cataract Surgery May Prolong Your Life,"People who can see better are more likely to get exercise, take their medication and avoid falls, experts say.",5
1594,Catch These Great Art Exhibitions Before They Close,"To distract from holiday stresses, some notable shows that may have escaped your notice.",5
1595,Catherine Deneuve and the French Feminist Difference,Simone de Beauvoir viewed America’s war between the sexes as unproductive and alien. She’s still shaping Frenchwomen’s views today.,5
1596,"Catherine Hansen, Jonathan Nabavi","The couple met after Ms. Hansen visited their mutual friend at her office, gave Mr. Nabavi a once-over and approved him for a date.",2
1597,"Catherine Nguyen, Andrew Nguyen","The bride and groom, both doctors, are residents at the University of Cincinnati Medical Center.",8
1598,Catholic Church May Cash In on East Midtown Air Rights Deal,"The City Council on Thursday took a step toward the long-awaited rezoning of East Midtown, with even taller office towers in store for the business hub.",8
1599,"Caught Up in Gender Debate, Sprinter Races Women and the Clock",The governing body of track and field has until the end of September to furnish evidence on whether high levels of testosterone give Dutee Chand an unfair advantage.,5
1600,Cecil the Lion’s Son Xanda Killed by a Trophy Hunter,"The lion was shot in Zimbabwe during what a researcher said was a legal hunt, two years after Cecil was killed by an American dentist.",7
1601,Celebrate Hispanic Heritage Month by Streaming These Latin American Movies on Netflix,The streaming service offers a generous trove of modern classics and recent festival favorites.,5
1602,"Celebrating a 25-Year-Old Clinton Win, but Still Stung by a More Recent Defeat","At an event in Little Rock, it was clear that Bill and Hillary Clinton, and many of their supporters, have not gotten over her loss to President Trump.",0
1603,Celebrating the End of the Cabaret Law (Where Else?) on the Dance Floor,"The 91-year-old Cabaret Law was repealed last week, multiplying the number of spots where dancing is legal and signaling the end of an era.",8
1604,Celebrities Join Twitter Boycott in Solidarity with Rose McGowan,"Many users of the social media platform said they would remain silent on Friday to protest the treatment of the actress, a vocal critic of Harvey Weinstein’s conduct.",4
1605,Celebrities Remember Hugh Hefner for More Than Just the Articles,"Tributes on Twitter came from Jesse Jackson, Jenny McCarthy and others who remembered Mr. Hefner for his business acumen and activism.",5
1606,Celgene to Pay $280 Million to Settle Fraud Suit Over Cancer Drugs,The lawsuit accused the pharmaceutical company of marketing Thalomid and Revlimid for unapproved use on a broader range of cancers.,5
1607,Celtics Ride Huge Third Quarter to Win Over Warriors,"Boston took a page out of Golden State’s notebook, completely taking over the game in the third quarter and riding to the team’s 14th consecutive victory.",0
1608,Celtics’ Gordon Hayward Suffers Gruesome Ankle Fracture in Opener,"Hayward, a prized free agent acquisition, came down awkwardly at the end of a play early in Boston’s game against the Cleveland Cavaliers.",8
1609,Celtics’ Winning Streak Adds Significance With Each Game,"Boston has won 16 straight games, and with a schedule of winnable games, they could quickly rise in the ranks of the longest N.B.A. winning streaks.",0
1610,Center-Right Party Hangs On in New Zealand Election,"The National Party of Prime Minister Bill English beat back a challenge from the Labour Party and its new leader, Jacinda Ardern.",5
1611,Central Florida Claims a National Title. Want to Fight About It?,"The 13-0 Central Florida Knights, the only undefeated top-tier college football team, aren’t in the national championship game. But they’re still calling themselves champs.",8
1612,"Chad’s Inclusion in Travel Ban Could Jeopardize American Interests, Officials Say","Experts on Africa in the Trump administration said they were mystified by the ban on travel from Chad, an American counterterrorism partner in Africa.",5
1613,Challenge That Blocked First Trump Travel Ban Is Settled,People who were turned back at airports in January are to get a letter from the government and a fair chance to reapply for entry.,4
1614,Champagne Seeks to Discover Itself in Single-Vineyard Wines,"A proliferation of bottles made from particular, distinctive sites has come to a region that, for years, has celebrated the art of blending.",5
1615,Champion of the ‘Little Guy’? Trump’s Actions Tell Another Story,"Instead of tearing down the establishment, President Trump’s critics say, he has helped prop it up through the tax bill, the “net neutrality” reversal and other steps.",5
1616,"Champions League Draw: Real Madrid, Tottenham and Dortmund in Same Group","Barcelona and Juventus will face off again, while Bayern Munich and Manchester United both received favorable draws.",8
1617,Changing Country Codes With Google,"If Google Hangouts keeps adding the wrong dialing codes, check your settings to see where the software thinks you are.",8
1618,Charge Dropped Against Reporter Who Questioned Tom Price,"The journalist, Dan Heyman, was arrested in West Virginia in May after peppering the health secretary with a question about health care legislation.",8
1619,Charges Against Charles Oakley Dropped,Oakley will have to stay away from Madison Square Garden for a year.,8
1620,Charges Against Paul Manafort Resonate in Ukraine,"Anticorruption groups and activists resent Mr. Manafort for his activities on behalf of President Viktor F. Yanukovych, who was deposed in 2014.",2
1621,Charities’ Fear Under Tax Bill: Less Money to Help the Needy,"A higher standard deduction means fewer taxpayers will itemize their deductions. Without the tax incentive, donations are expected to go down.",7
1622,"Charity Jackson, Philip Greene III",The bride works for Uber and the groom is a second-year M.B.A. student at the University of Chicago.,6
1623,"Charles Bradley, a Late-in-Life Soul Music Star, Dies at 68","The singer, once a small-time James Brown impersonator called Black Velvet, was known for his beleaguered rasp and passionate live performances.",7
1624,"Charles Dutoit, Noted Conductor, Accused of Sexual Assault",The Boston Symphony Orchestra severed its ties with Mr. Dutoit as four women accused him of assaulting them in incidents between 1985 and 2010.,7
1625,"Charles Jenkins, U.S. Soldier Who Regretted Fleeing to North Korea, Dies",Mr. Jenkins was patrolling the demilitarized zone separating North and South Korea when he fled his post to avoid facing combat duty in Vietnam.,8
1627,"Charles Manson, Unhinged Pop Culture Figure","The Manson family murders in 1969 have inspired legions of writers, filmmakers and other creative types for decades.",3
1628,"Charles R. Bentley, 87, Pioneer of Polar Science, Is Dead",His answer to the question “Would anybody like to go to the Antarctic?” led him to go where no one else had gone and measure what no one else had measured.,7
1629,"Charles Sellew, David Fiocco","They met at a 2008 Democratic primary event. Mr. Fiocco was a Clinton supporter, Mr. Sellew was for Obama.",8
1630,"Charlie Gard Dies, Leaving Legacy of Thorny Ethics Questions","The plight of the incurably ill British infant, who was just shy of one year old, led to a protracted and emotional legal battle.",7
1631,Charlie Rose Accusations Rock CBS Morning Show: ‘I Really Am Still Reeling’,"On Tuesday, Mr. Rose’s colleagues on “CBS This Morning” shed their usual geniality to deliver the news that he had been accused by at least eight women of making crude sexual advances.",7
1632,Charlie Rose Fired by CBS After Sexual Harassment Allegations,"David Rhodes, the president of CBS News, said in an email that allegations of “extremely disturbing and intolerable behavior” had prompted Mr. Rose’s firing.",8
1633,Charlie Rose Has Honors From Two Journalism Schools Rescinded,"Journalism schools at Arizona State University and the University of Kansas rescinded awards given to the broadcaster, who is accused of sexual misconduct.",8
1634,"Charlie Rose Made Crude Sexual Advances, Several Women Say",Allegations by women who worked with Mr. Rose over a dozen years led CBS to suspend him from its morning program and PBS to stop distributing his interview show.,3
1635,"Charlotte Simon, Malcolm Halle",The couple met while attending Eleanor Roosevelt High School in New York.,8
1636,Charlottesville Police Chief Steps Down After Handling of Rallies Is Criticized,The chief stepped down two weeks after the release of a report that sharply criticized the police’s failure to contain violence at white supremacist rallies.,7
1637,Charlottesville Violence Spurs New Resistance to Confederate Symbols,"State and local officials are grappling, again, with the fates of Confederate monuments, reviving the outrage that followed the church massacre in 2015 in Charleston, S.C.",7
1638,Charlottesville Will Move On,"We can come back stronger, if we make the right choices, writes the city’s mayor.",4
1639,Charlottesville and the Bigotocracy,It is disheartening for black folk to see such a vile and despicable replay of history.,7
1640,"Charlottesville, ISIS and Us","Pluralism is America’s strength, both at home and abroad.",1
1642,Che Guevara’s Fiery Life and Bloody Death,"Fifty years after the revolutionary leader was shot to death in Bolivia, his symbolic power remains.",1
1643,Cheaper Health Plans Promoted by Trump Have a History of Fraud,Records reveal that fraud and abuse in small-business health plans have left employers and employees with hundreds of millions of dollars in unpaid medical bills.,1
1644,Chechnya Pushes Divorced Couples to Reunite ‘for the Children’,"A council compels split couples to get back together, warning of fewer children who are “normal” and more likely to become terrorists.",5
1645,"Cheech Marin, Searching for a ‘Chicano Rockwell’",The Broad? Meet the Cheech: A champion of Latino art moves beyond his personal collection to found a new museum.,5
1646,"Chef Gives Up a Star, Reflecting Hardship of ‘the Other France’",Most chefs work a lifetime for a Michelin star. Jérôme Brochot is giving his back. Why? He can’t afford it. Neither can his declining old mining town.,7
1647,Chef John Besh Steps Down Amid Sexual Harassment Scandal,The New Orleans restaurateur will leave his company after an investigation revealed reports from 25 women of sexual harassment there.,3
1648,Chelsea Market Expands With a Food-Focused Floor,"Chelsea Local opens on the lower level of the building, a new food market comes to Brooklyn and quick pastas from a Del Posto chef.",8
1649,"Cherokee Can’t Sue Opioid Distributors in Tribal Court, Judge Rules","A federal judge halted the Cherokee Nation’s lawsuit in tribal court, but said they could pursue it elsewhere. The tribe will look to state court.",5
1650,"Chester Bennington, Linkin Park Singer, Is Dead at 41",The frontman was known for his piercing scream and free-flowing anguish. His death is being investigated as a possible suicide.,7
